"seqnames"	"start"	"end"	"width"	"strand"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"annotation"	"geneChr"	"geneStart"	"geneEnd"	"geneLength"	"geneStrand"	"geneId"	"transcriptId"	"distanceToTSS"	"ENSEMBL"	"SYMBOL"	"GENENAME"
"chr2"	111979012	111979522	511	"*"	"MACS2_peak_4511"	12	"."	3.42553	4.35254	1.26024	"Intron (uc002thk.2/10461, intron 7 of 18)"	2	111997370	112003443	6074	1	"10461"	"uc061myt.1"	-17848	"ENSG00000153208"	"MERTK"	"MER proto-oncogene, tyrosine kinase"
"chr2"	113505238	113505587	350	"*"	"MACS2_peak_4523"	27	"."	3.68474	6.36818	2.71477	"Distal Intergenic"	2	113498665	113501155	2491	1	"200350"	"uc002tjw.5"	6573	"ENSG00000184492"	"FOXD4L1"	"forkhead box D4 like 1"
"chr2"	113507027	113509014	1988	"*"	"MACS2_peak_4524"	21	"."	3.95661	5.56871	2.11866	"Distal Intergenic"	2	113498665	113501155	2491	1	"200350"	"uc002tjw.5"	8362	"ENSG00000184492"	"FOXD4L1"	"forkhead box D4 like 1"
"chr2"	113539401	113540961	1561	"*"	"MACS2_peak_4529"	12	"."	3.21763	4.10739	1.22814	"Promoter (1-2kb)"	2	113528647	113542636	13990	2	"103344932"	"uc061ndv.1"	1675	"ENSG00000231943"	"PGM5P4-AS1"	"PGM5P4 antisense RNA 1"
"chr2"	113542506	113543312	807	"*"	"MACS2_peak_4530"	14	"."	3.10321	4.49774	1.43578	"Promoter (<=1kb)"	2	113527568	113542672	15105	2	"101929127"	"uc061ndu.1"	0	"ENSG00000277631"	"PGM5P3-AS1"	"PGM5P3 antisense RNA 1"
"chr2"	118223172	118223571	400	"*"	"MACS2_peak_4542"	12	"."	3.41735	4.35924	1.29657	"Distal Intergenic"	2	118088474	118110997	22524	1	"51141"	"uc061nhj.1"	134698	"ENSG00000125629"	"INSIG2"	"insulin induced gene 2"
"chr2"	118832408	118833214	807	"*"	"MACS2_peak_4545"	24	"."	3.87292	5.99506	2.4682	"Distal Intergenic"	2	118843235	118844352	1118	2	"2019"	"uc061nht.1"	11138	"ENSG00000163064"	"EN1"	"engrailed homeobox 1"
"chr2"	119306001	119306308	308	"*"	"MACS2_peak_4548"	16	"."	3.71448	4.97164	1.6398	"Intron (uc002tlt.3/uc002tlt.3, intron 6 of 6)"	2	119244422	119249071	4650	2	"100874111"	"uc061nhy.1"	-56930	"ENSG00000229867"	"STEAP3-AS1"	"STEAP3 antisense RNA 1"
"chr2"	119522390	119523223	834	"*"	"MACS2_peak_4549"	14	"."	3.52786	4.65337	1.49443	"Promoter (1-2kb)"	2	119439843	119524494	84652	2	"6344"	"uc002tma.4"	1271	"ENSG00000080293"	"SCTR"	"secretin receptor"
"chr2"	119524922	119525351	430	"*"	"MACS2_peak_4550"	12	"."	3.32122	4.16658	1.20215	"Promoter (<=1kb)"	2	119461983	119525041	63059	2	"6344"	"uc061nij.1"	0	"ENSG00000080293"	"SCTR"	"secretin receptor"
"chr2"	129980436	129981333	898	"*"	"MACS2_peak_4559"	26	"."	4.03724	6.08688	2.60254	"Promoter (<=1kb)"	2	129979664	129982738	3075	1	"84084"	"uc002tpx.2"	772	"ENSG00000222014"	"RAB6C"	"RAB6C, member RAS oncogene family"
"chr2"	130426897	130427337	441	"*"	"MACS2_peak_4565"	34	"."	4.29172	7.1934	3.4281	"Distal Intergenic"	2	130372608	130374533	1926	1	"26469"	"uc061nus.1"	54289	"ENSG00000072135"	"PTPN18"	"protein tyrosine phosphatase, non-receptor type 18"
"chr2"	131362470	131363549	1080	"*"	"MACS2_peak_4582"	30	"."	4.41565	6.70115	3.0827	"Distal Intergenic"	2	131402901	131409049	6149	1	"389043"	"uc002tss.4"	-39352	NA	"LINC01120"	"long intergenic non-protein coding RNA 1120"
"chr2"	131424238	131424782	545	"*"	"MACS2_peak_4584"	21	"."	3.66269	5.55577	2.13654	"Distal Intergenic"	2	131402901	131409049	6149	1	"389043"	"uc002tss.4"	21337	NA	"LINC01120"	"long intergenic non-protein coding RNA 1120"
"chr2"	134716507	134717483	977	"*"	"MACS2_peak_4596"	23	"."	4.09603	5.86667	2.32798	"Promoter (1-2kb)"	2	134455759	134719000	263242	2	"81615"	"uc002ttx.4"	1517	"ENSG00000152128"	"TMEM163"	"transmembrane protein 163"
"chr2"	134719499	134720163	665	"*"	"MACS2_peak_4597"	15	"."	3.55296	4.74505	1.51314	"Promoter (<=1kb)"	2	134455759	134719000	263242	2	"81615"	"uc002ttx.4"	-499	"ENSG00000152128"	"TMEM163"	"transmembrane protein 163"
"chr2"	136118936	136120192	1257	"*"	"MACS2_peak_4601"	23	"."	4.09947	5.93102	2.38621	"Promoter (<=1kb)"	2	136114351	136118165	3815	2	"7852"	"uc002tuz.4"	-771	"ENSG00000121966"	"CXCR4"	"C-X-C motif chemokine receptor 4"
"chr2"	136767012	136767267	256	"*"	"MACS2_peak_4602"	18	"."	3.8478	5.31109	1.85067	"Promoter (1-2kb)"	2	136765545	137677717	912173	1	"80731"	"uc061ock.1"	1467	"ENSG00000144229"	"THSD7B"	"thrombospondin type 1 domain containing 7B"
"chr2"	144509334	144513130	3797	"*"	"MACS2_peak_4612"	23	"."	4.10902	5.90232	2.36156	"Promoter (3-4kb)"	2	144429788	144516761	86974	2	"9839"	"uc061ogm.1"	3631	"ENSG00000169554"	"ZEB2"	"zinc finger E-box binding homeobox 2"
"chr2"	144514938	144515740	803	"*"	"MACS2_peak_4613"	17	"."	3.44291	5.01445	1.71296	"Promoter (1-2kb)"	2	144429788	144516761	86974	2	"9839"	"uc061ogm.1"	1021	"ENSG00000169554"	"ZEB2"	"zinc finger E-box binding homeobox 2"
"chr2"	144518314	144519787	1474	"*"	"MACS2_peak_4614"	17	"."	3.71164	5.04346	1.79547	"Promoter (<=1kb)"	2	144518406	144520822	2417	1	"100303491"	"uc061ohe.1"	0	"ENSG00000238057"	"ZEB2-AS1"	"ZEB2 antisense RNA 1"
"chr2"	144520997	144521479	483	"*"	"MACS2_peak_4615"	33	"."	4.64405	7.16996	3.35001	"Promoter (<=1kb)"	2	144517351	144520649	3299	2	"9839"	"uc061ogy.1"	-348	"ENSG00000169554"	"ZEB2"	"zinc finger E-box binding homeobox 2"
"chr2"	152097557	152097880	324	"*"	"MACS2_peak_4628"	27	"."	4.04927	6.44667	2.78021	"Promoter (<=1kb)"	2	151838614	152098461	259848	2	"785"	"uc061oqf.1"	581	"ENSG00000182389"	"CACNB4"	"calcium voltage-gated channel auxiliary subunit beta 4"
"chr2"	152099424	152100259	836	"*"	"MACS2_peak_4629"	18	"."	3.4585	5.2282	1.86307	"Promoter (<=1kb)"	2	151832776	152099079	266304	2	"785"	"uc002tya.5"	-345	"ENSG00000182389"	"CACNB4"	"calcium voltage-gated channel auxiliary subunit beta 4"
"chr2"	157595397	157596064	668	"*"	"MACS2_peak_4643"	17	"."	3.76712	5.08384	1.70551	"Promoter (1-2kb)"	2	157533742	157597560	63819	2	"130399"	"uc010foe.4"	1496	"ENSG00000123612"	"ACVR1C"	"activin A receptor type 1C"
"chr2"	161415727	161416949	1223	"*"	"MACS2_peak_4651"	22	"."	3.51347	5.65876	2.28696	"Promoter (<=1kb)"	2	161416094	161425870	9777	1	"10716"	"uc002ubw.2"	0	"ENSG00000136535"	"TBR1"	"T-box, brain 1"
"chr2"	161418017	161418423	407	"*"	"MACS2_peak_4652"	19	"."	3.47816	5.34922	1.94686	"Promoter (<=1kb)"	2	161417895	161424286	6392	1	"10716"	"uc010foy.3"	122	"ENSG00000136535"	"TBR1"	"T-box, brain 1"
"chr2"	161420522	161420981	460	"*"	"MACS2_peak_4653"	15	"."	3.2969	4.66751	1.52427	"Promoter (1-2kb)"	2	161419511	161423455	3945	1	"10716"	"uc061ozc.1"	1011	"ENSG00000136535"	"TBR1"	"T-box, brain 1"
"chr2"	161422444	161423139	696	"*"	"MACS2_peak_4654"	15	"."	3.50179	4.68028	1.58048	"Promoter (1-2kb)"	2	161424332	161771035	346704	1	"57282"	"uc061ozg.1"	-1193	"ENSG00000144290"	"SLC4A10"	"solute carrier family 4 member 10"
"chr2"	161424268	161425262	995	"*"	"MACS2_peak_4655"	14	"."	3.42895	4.53265	1.48457	"Promoter (<=1kb)"	2	161424332	161771035	346704	1	"57282"	"uc061ozg.1"	0	"ENSG00000144290"	"SLC4A10"	"solute carrier family 4 member 10"
"chr2"	161426169	161427742	1574	"*"	"MACS2_peak_4656"	15	"."	3.61965	4.89034	1.59798	"Promoter (1-2kb)"	2	161424332	161771035	346704	1	"57282"	"uc061ozg.1"	1837	"ENSG00000144290"	"SLC4A10"	"solute carrier family 4 member 10"
"chr2"	161428792	161429038	247	"*"	"MACS2_peak_4657"	18	"."	3.81857	5.2307	1.85336	"Promoter (4-5kb)"	2	161424332	161771035	346704	1	"57282"	"uc061ozg.1"	4460	"ENSG00000144290"	"SLC4A10"	"solute carrier family 4 member 10"
"chr2"	161625337	161625536	200	"*"	"MACS2_peak_4658"	14	"."	3.57484	4.65754	1.42251	"Promoter (<=1kb)"	2	161624461	161983359	358899	1	"57282"	"uc061ozq.1"	876	"ENSG00000144290"	"SLC4A10"	"solute carrier family 4 member 10"
"chr2"	170717684	170718444	761	"*"	"MACS2_peak_4668"	12	"."	2.63184	4.11247	1.2066	"Promoter (1-2kb)"	2	170716042	170716488	447	1	"389058"	"uc061pna.1"	1642	"ENSG00000204335"	"SP5"	"Sp5 transcription factor"
"chr2"	174683435	174684091	657	"*"	"MACS2_peak_4680"	19	"."	3.81154	5.41134	1.98719	"Promoter (<=1kb)"	2	174676337	174682916	6580	2	"7456"	"uc061pvs.1"	-519	"ENSG00000115935"	"WIPF1"	"WAS/WASL interacting protein family member 1"
"chr2"	175004135	175004604	470	"*"	"MACS2_peak_4682"	29	"."	4.27031	6.5242	2.93289	"Promoter (<=1kb)"	2	174877910	175005219	127310	2	"1123"	"uc061pwk.1"	615	"ENSG00000128656"	"CHN1"	"chimerin 1"
"chr2"	176076469	176076680	212	"*"	"MACS2_peak_4686"	30	"."	4.34344	6.83672	3.04242	"Downstream (<1kb)"	2	176077472	176083913	6442	2	"344191"	"uc010zeu.3"	7233	"ENSG00000174279"	"EVX2"	"even-skipped homeobox 2"
"chr2"	176078394	176079012	619	"*"	"MACS2_peak_4687"	26	"."	4.02591	6.26094	2.64858	"Promoter (4-5kb)"	2	176077472	176083913	6442	2	"344191"	"uc010zeu.3"	4901	"ENSG00000174279"	"EVX2"	"even-skipped homeobox 2"
"chr2"	176091098	176091373	276	"*"	"MACS2_peak_4688"	16	"."	3.30047	4.76887	1.62764	"Promoter (1-2kb)"	2	176092891	176095938	3048	1	"3239"	"uc002ukf.2"	-1518	"ENSG00000128714"	"HOXD13"	"homeobox D13"
"chr2"	176093248	176094055	808	"*"	"MACS2_peak_4689"	14	"."	2.87915	4.52786	1.43035	"Promoter (<=1kb)"	2	176092891	176095938	3048	1	"3239"	"uc002ukf.2"	357	"ENSG00000128714"	"HOXD13"	"homeobox D13"
"chr2"	176096464	176096663	200	"*"	"MACS2_peak_4690"	11	"."	2.85905	3.89204	1.11643	"Promoter (3-4kb)"	2	176099730	176101193	1464	1	"3238"	"uc010zev.2"	-3067	"ENSG00000170178"	"HOXD12"	"homeobox D12"
"chr2"	176116956	176117328	373	"*"	"MACS2_peak_4691"	11	"."	2.74106	3.91894	1.11371	"Promoter (<=1kb)"	2	176116579	176119942	3364	1	"3236"	"uc002ukj.4"	377	"ENSG00000128710"	"HOXD10"	"homeobox D10"
"chr2"	176161314	176162523	1210	"*"	"MACS2_peak_4693"	14	"."	2.88569	4.59152	1.49532	"Promoter (<=1kb)"	2	176160891	176173085	12195	1	"3232"	"uc061pyi.1"	423	"ENSG00000128652"	"HOXD3"	"homeobox D3"
"chr2"	176172652	176173073	422	"*"	"MACS2_peak_4694"	12	"."	3.12488	4.25831	1.24979	"Promoter (4-5kb)"	2	176176159	176177568	1410	2	"401022"	"uc061pyl.1"	4495	"ENSG00000224189"	"HAGLR"	"HOXD antisense growth-associated long non-coding RNA"
"chr2"	176190303	176190528	226	"*"	"MACS2_peak_4696"	22	"."	3.74984	5.80171	2.28936	"Promoter (1-2kb)"	2	176176456	176188958	12503	2	"401022"	"uc021vsq.2"	-1345	"ENSG00000224189"	"HAGLR"	"HOXD antisense growth-associated long non-coding RNA"
"chr2"	181681714	181682958	1245	"*"	"MACS2_peak_4708"	18	"."	3.38286	5.16009	1.85242	"Promoter (<=1kb)"	2	181676467	181680876	4410	2	"4760"	"uc002uof.5"	-838	"ENSG00000162992"	"NEUROD1"	"neuronal differentiation 1"
"chr2"	181685129	181685716	588	"*"	"MACS2_peak_4709"	15	"."	3.37765	4.7244	1.57637	"Promoter (4-5kb)"	2	181676467	181680876	4410	2	"4760"	"uc002uof.5"	-4253	"ENSG00000162992"	"NEUROD1"	"neuronal differentiation 1"
"chr2"	184599308	184599737	430	"*"	"MACS2_peak_4715"	22	"."	4.10664	5.87284	2.28949	"Promoter (<=1kb)"	2	184598366	184939492	341127	1	"91752"	"uc002uph.4"	942	"ENSG00000170396"	"ZNF804A"	"zinc finger protein 804A"
"chr2"	189581590	189582212	623	"*"	"MACS2_peak_4718"	22	"."	3.97874	5.80628	2.26503	"Promoter (<=1kb)"	2	189575266	189582031	6766	2	"30061"	"uc061qol.1"	0	"ENSG00000138449"	"SLC40A1"	"solute carrier family 40 member 1"
"chr2"	192196636	192196859	224	"*"	"MACS2_peak_4724"	13	"."	3.14387	4.38191	1.37738	"Promoter (<=1kb)"	2	191950017	192195709	245693	2	"23671"	"uc002utc.4"	-927	"ENSG00000144339"	"TMEFF2"	"transmembrane protein with EGF like and two follistatin like domains 2"
"chr2"	197805735	197806128	394	"*"	"MACS2_peak_4729"	11	"."	3.28706	4.07264	1.11292	"Promoter (1-2kb)"	2	197804702	198149884	345183	1	"5334"	"uc002uuv.5"	1033	"ENSG00000115896"	"PLCL1"	"phospholipase C like 1 (inactive)"
"chr2"	201883650	201884353	704	"*"	"MACS2_peak_4734"	15	"."	3.67565	4.88583	1.58077	"Intron (uc002uys.4/65061, intron 13 of 14)"	2	201854790	201893383	38594	1	"65061"	"uc002uyu.3"	28860	"ENSG00000138395"	"CDK15"	"cyclin dependent kinase 15"
"chr2"	206275684	206276921	1238	"*"	"MACS2_peak_4741"	20	"."	3.90125	5.47644	2.00822	"Promoter (1-2kb)"	2	206274663	206314428	39766	1	"57683"	"uc002vbp.4"	1021	"ENSG00000204186"	"ZDBF2"	"zinc finger DBF-type containing 2"
"chr2"	206442370	206442617	248	"*"	"MACS2_peak_4743"	22	"."	3.6576	5.72226	2.23476	"Promoter (<=1kb)"	2	206443539	206621130	177592	1	"8745"	"uc002vbq.6"	-922	"ENSG00000114948"	"ADAM23"	"ADAM metallopeptidase domain 23"
"chr2"	208113041	208113297	257	"*"	"MACS2_peak_4748"	15	"."	3.25335	4.82031	1.59102	"Distal Intergenic"	2	208121607	208124501	2895	2	"1421"	"uc002vcn.5"	11204	"ENSG00000118231"	"CRYGD"	"crystallin gamma D"
"chr2"	218983201	218983619	419	"*"	"MACS2_peak_4764"	14	"."	2.85011	4.59574	1.47974	"Promoter (<=1kb)"	2	218981958	218984475	2518	2	"54738"	"uc061spt.1"	856	"ENSG00000163497"	"FEV"	"FEV, ETS transcription factor"
"chr2"	222289349	222290923	1575	"*"	"MACS2_peak_4769"	16	"."	3.59964	4.92031	1.64015	"Intron (uc002vmt.3/5077, intron 4 of 9)"	2	222298147	222305217	7071	1	"151278"	"uc002vnb.1"	-7224	"ENSG00000163081"	"CCDC140"	"coiled-coil domain containing 140"
"chr2"	222300218	222301112	895	"*"	"MACS2_peak_4770"	13	"."	2.82298	4.48772	1.39138	"Promoter (1-2kb)"	2	222200986	222298996	98011	2	"5077"	"uc002vmv.3"	-1222	"ENSG00000135903"	"PAX3"	"paired box 3"
"chr2"	222307596	222308234	639	"*"	"MACS2_peak_4771"	20	"."	3.30129	5.45449	2.03184	"Promoter (4-5kb)"	2	222302978	222303953	976	1	"151278"	"uc061tbi.1"	4618	"ENSG00000163081"	"CCDC140"	"coiled-coil domain containing 140"
"chr2"	222313321	222313623	303	"*"	"MACS2_peak_4772"	11	"."	3.2294	3.98303	1.11643	"Distal Intergenic"	2	222302978	222303953	976	1	"151278"	"uc061tbi.1"	10343	"ENSG00000163081"	"CCDC140"	"coiled-coil domain containing 140"
"chr2"	222321037	222321397	361	"*"	"MACS2_peak_4773"	28	"."	4.10932	6.46667	2.86854	"Distal Intergenic"	2	222302978	222303953	976	1	"151278"	"uc061tbi.1"	18059	"ENSG00000163081"	"CCDC140"	"coiled-coil domain containing 140"
"chr2"	227162488	227163211	724	"*"	"MACS2_peak_4787"	17	"."	3.78641	5.12272	1.72525	"Promoter (<=1kb)"	2	227002711	227164113	161403	2	"1286"	"uc061teu.1"	902	"ENSG00000081052"	"COL4A4"	"collagen type IV alpha 4 chain"
"chr2"	231039430	231040216	787	"*"	"MACS2_peak_4790"	10	"."	3.0815	3.85794	1.07388	"Promoter (<=1kb)"	2	231041107	231049719	8613	1	"257407"	"uc010zme.3"	-891	"ENSG00000204128"	"C2orf72"	"chromosome 2 open reading frame 72"
"chr2"	231822866	231824099	1234	"*"	"MACS2_peak_4791"	20	"."	3.91477	5.4709	2.053	"Distal Intergenic"	2	231796187	231808724	12538	1	"64708"	"uc061toh.1"	26679	"ENSG00000144524"	"COPS7B"	"COP9 signalosome subunit 7B"
"chr2"	231825354	231831014	5661	"*"	"MACS2_peak_4792"	15	"."	3.61438	4.78682	1.54106	"Distal Intergenic"	2	231796187	231808724	12538	1	"64708"	"uc061toh.1"	29167	"ENSG00000144524"	"COPS7B"	"COP9 signalosome subunit 7B"
"chr2"	231834777	231838016	3240	"*"	"MACS2_peak_4793"	25	"."	4.12922	6.02436	2.53277	"Distal Intergenic"	2	231796187	231808724	12538	1	"64708"	"uc061toh.1"	38590	"ENSG00000144524"	"COPS7B"	"COP9 signalosome subunit 7B"
"chr2"	231847303	231848387	1085	"*"	"MACS2_peak_4797"	11	"."	3.2888	4.09946	1.11603	"Distal Intergenic"	2	231892242	231892298	57	2	"100302126"	"uc021vyd.1"	43911	"ENSG00000222246"	"MIR1471"	"microRNA 1471"
"chr2"	236171162	236171807	646	"*"	"MACS2_peak_4805"	19	"."	2.95134	5.31118	1.94516	"Promoter (2-3kb)"	2	236165236	236168369	3134	2	"2637"	"uc002vvw.2"	-2793	"ENSG00000168505"	"GBX2"	"gastrulation brain homeobox 2"
"chr2"	236234307	236235340	1034	"*"	"MACS2_peak_4807"	13	"."	3.49019	4.48036	1.32095	"Intron (uc061tyk.1/uc061tyk.1, intron 1 of 3)"	2	236196058	236214601	18544	2	"401036"	"uc061tym.1"	-19706	"ENSG00000182177"	"ASB18"	"ankyrin repeat and SOCS box containing 18"
"chr2"	240707645	240708620	976	"*"	"MACS2_peak_4812"	13	"."	3.2814	4.33906	1.30589	"Distal Intergenic"	2	240696975	240698478	1504	1	"375318"	"uc061ujn.1"	10670	"ENSG00000184945"	"AQP12A"	"aquaporin 12A"
"chr2"	242176342	242176881	540	"*"	"MACS2_peak_4821"	21	"."	4.01818	5.66425	2.13735	"Distal Intergenic"	2	241972038	241974529	2492	1	"102723927"	"uc061uvh.1"	204304	"ENSG00000237940"	"LINC01238"	"long intergenic non-protein coding RNA 1238"
"chr20"	1992770	1993365	596	"*"	"MACS2_peak_4828"	25	"."	4.18116	6.09676	2.54548	"Promoter (<=1kb)"	20	1978757	1993748	14992	2	"5173"	"uc021vzs.2"	383	"ENSG00000101327"	"PDYN"	"prodynorphin"
"chr20"	2557593	2560227	2635	"*"	"MACS2_peak_4833"	19	"."	3.49034	5.38898	1.9964	"Exon (uc002wgf.1/117532, exon 3 of 20)"	20	2536607	2641784	105178	1	"117532"	"uc002wgf.1"	20986	"ENSG00000149488"	"TMC2"	"transmembrane channel like 2"
"chr20"	2801457	2801721	265	"*"	"MACS2_peak_4836"	14	"."	2.98046	4.53488	1.47867	"Promoter (<=1kb)"	20	2794069	2800637	6569	2	"56265"	"uc002wgu.4"	-820	"ENSG00000088882"	"CPXM1"	"carboxypeptidase X, M14 family member 1"
"chr20"	3681616	3681815	200	"*"	"MACS2_peak_4839"	20	"."	2.8777	5.53988	2.07807	"Promoter (<=1kb)"	20	3668582	3682051	13470	2	"80332"	"uc061vds.1"	236	"ENSG00000149451"	"ADAM33"	"ADAM metallopeptidase domain 33"
"chr20"	9514204	9515548	1345	"*"	"MACS2_peak_4849"	13	"."	3.27413	4.51042	1.38279	"Promoter (<=1kb)"	20	9505180	9514998	9819	2	"101929329"	"uc032pag.1"	0	"ENSG00000225988"	"LAMP5-AS1"	"LAMP5 antisense RNA 1"
"chr20"	20365452	20365866	415	"*"	"MACS2_peak_4872"	12	"."	2.91476	4.18202	1.2531	"Promoter (2-3kb)"	20	20368121	20370949	2829	1	"3642"	"uc002wrx.4"	-2255	"ENSG00000173404"	"INSM1"	"INSM transcriptional repressor 1"
"chr20"	20371093	20372452	1360	"*"	"MACS2_peak_4873"	14	"."	3.46701	4.64182	1.47327	"Promoter (2-3kb)"	20	20368121	20370949	2829	1	"3642"	"uc002wrx.4"	2972	"ENSG00000173404"	"INSM1"	"INSM transcriptional repressor 1"
"chr20"	21098896	21099516	621	"*"	"MACS2_peak_4875"	20	"."	3.58956	5.46	2.04642	"Intron (uc061vtj.1/uc061vtj.1, intron 1 of 2)"	20	21125983	21246618	120636	1	"55857"	"uc032pdn.2"	-26467	"ENSG00000088970"	"KIZ"	"kizuna centrosomal protein"
"chr20"	21393032	21393391	360	"*"	"MACS2_peak_4876"	14	"."	3.61238	4.75037	1.49932	"Promoter (4-5kb)"	20	21395367	21398028	2662	2	"644524"	"uc010gcz.4"	4637	"ENSG00000125816"	"NKX2-4"	"NK2 homeobox 4"
"chr20"	22558993	22560196	1204	"*"	"MACS2_peak_4877"	19	"."	3.9019	5.39154	1.92855	"Intron (uc061vur.1/uc061vur.1, intron 1 of 3)"	20	22560553	22578642	18090	2	"140828"	"uc010zsp.3"	18446	"ENSG00000259974"	"LINC00261"	"long intergenic non-protein coding RNA 261"
"chr20"	22561096	22564947	3852	"*"	"MACS2_peak_4878"	17	"."	3.7519	5.12171	1.79949	"Exon (uc010zsp.3/140828, exon 4 of 4)"	20	22560553	22578642	18090	2	"140828"	"uc010zsp.3"	13695	"ENSG00000259974"	"LINC00261"	"long intergenic non-protein coding RNA 261"
"chr20"	22569435	22576454	7020	"*"	"MACS2_peak_4879"	18	"."	3.72141	5.20138	1.89029	"Promoter (2-3kb)"	20	22560553	22578642	18090	2	"140828"	"uc010zsp.3"	2188	"ENSG00000259974"	"LINC00261"	"long intergenic non-protein coding RNA 261"
"chr20"	22589684	22590358	675	"*"	"MACS2_peak_4880"	10	"."	3.01046	3.75874	1.0542	"Promoter (4-5kb)"	20	22581005	22585455	4451	2	"3170"	"uc002wsn.4"	-4229	"ENSG00000125798"	"FOXA2"	"forkhead box A2"
"chr20"	30830006	30830578	573	"*"	"MACS2_peak_4912"	14	"."	3.53867	4.59881	1.41788	"Distal Intergenic"	20	31257664	31259632	1969	1	"245929"	"uc002wvp.1"	-427086	"ENSG00000215547"	"DEFB115"	"defensin beta 115"
"chr20"	31105880	31106987	1108	"*"	"MACS2_peak_4918"	46	"."	2.50349	8.42105	4.63086	"Distal Intergenic"	20	31257664	31259632	1969	1	"245929"	"uc002wvp.1"	-150677	"ENSG00000215547"	"DEFB115"	"defensin beta 115"
"chr20"	31224015	31224810	796	"*"	"MACS2_peak_4923"	15	"."	2.3649	4.78792	1.56602	"Distal Intergenic"	20	31257664	31259632	1969	1	"245929"	"uc002wvp.1"	-32854	"ENSG00000215547"	"DEFB115"	"defensin beta 115"
"chr20"	31871238	31871724	487	"*"	"MACS2_peak_4926"	12	"."	3.05452	4.23058	1.22855	"Promoter (<=1kb)"	20	31871127	31944962	73836	1	"164395"	"uc061wdd.1"	111	"ENSG00000131044"	"TTLL9"	"tubulin tyrosine ligase like 9"
"chr20"	35224847	35226373	1527	"*"	"MACS2_peak_4930"	13	"."	3.47435	4.49638	1.35047	"Promoter (<=1kb)"	20	35226654	35277000	50347	1	"10893"	"uc002xbu.3"	-281	"ENSG00000125966"	"MMP24"	"matrix metallopeptidase 24"
"chr20"	35227312	35227636	325	"*"	"MACS2_peak_4931"	13	"."	3.49023	4.48131	1.32286	"Promoter (<=1kb)"	20	35226654	35277000	50347	1	"10893"	"uc002xbu.3"	658	"ENSG00000125966"	"MMP24"	"matrix metallopeptidase 24"
"chr20"	38311257	38312344	1088	"*"	"MACS2_peak_4939"	17	"."	3.75956	5.08654	1.74154	"Exon (uc002xib.3/671, exon 5 of 15)"	20	38317649	38337325	19677	1	"671"	"uc061wxo.1"	-5305	"ENSG00000101425"	"BPI"	"bactericidal/permeability-increasing protein"
"chr20"	44015113	44016428	1316	"*"	"MACS2_peak_4951"	14	"."	3.40299	4.58048	1.47105	"Intron (uc010ggo.4/84969, intron 3 of 8)"	20	44039004	44069612	30609	1	"84969"	"uc061xef.1"	-22576	"ENSG00000124191"	"TOX2"	"TOX high mobility group box family member 2"
"chr20"	45540424	45540650	227	"*"	"MACS2_peak_4958"	13	"."	3.34656	4.39745	1.3244	"Promoter (<=1kb)"	20	45534196	45539495	5300	2	"140870"	"uc002xos.2"	-929	"ENSG00000243543"	"WFDC6"	"WAP four-disulfide core domain 6"
"chr20"	46312993	46313550	558	"*"	"MACS2_peak_4962"	11	"."	3.02575	4.02447	1.11643	"Promoter (4-5kb)"	20	46173734	46308498	134765	2	"64405"	"uc010ghk.3"	-4495	"ENSG00000149654"	"CDH22"	"cadherin 22"
"chr20"	46897422	46898598	1177	"*"	"MACS2_peak_4965"	14	"."	3.58605	4.68585	1.44639	"Promoter (2-3kb)"	20	46894870	47188844	293975	1	"2139"	"uc061xnj.1"	2552	"ENSG00000064655"	"EYA2"	"EYA transcriptional coactivator and phosphatase 2"
"chr20"	48828745	48829785	1041	"*"	"MACS2_peak_4970"	17	"."	3.49516	5.05319	1.73983	"Promoter (<=1kb)"	20	48624252	48827883	203632	2	"57580"	"uc002xtw.2"	-862	"ENSG00000124126"	"PREX1"	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"
"chr20"	49567345	49567588	244	"*"	"MACS2_peak_4975"	23	"."	3.64462	5.93612	2.38084	"Promoter (<=1kb)"	20	49507901	49568116	60216	2	"5740"	"uc061xqk.1"	528	"ENSG00000124212"	"PTGIS"	"prostaglandin I2 synthase"
"chr20"	51544736	51545816	1081	"*"	"MACS2_peak_4980"	14	"."	3.29008	4.42676	1.42405	"Promoter (2-3kb)"	20	51391228	51542719	151492	2	"4773"	"uc010zyv.4"	-2017	"ENSG00000101096"	"NFATC2"	"nuclear factor of activated T-cells 2"
"chr20"	51559756	51562057	2302	"*"	"MACS2_peak_4981"	17	"."	3.44054	4.91967	1.71293	"Promoter (<=1kb)"	20	51391228	51562629	171402	2	"4773"	"uc010zyx.4"	572	"ENSG00000101096"	"NFATC2"	"nuclear factor of activated T-cells 2"
"chr20"	56924185	56924927	743	"*"	"MACS2_peak_4988"	24	"."	3.96618	5.99675	2.46193	"Distal Intergenic"	20	57170917	57173589	2673	2	"655"	"uc061xxq.1"	248662	"ENSG00000101144"	"BMP7"	"bone morphogenetic protein 7"
"chr20"	57071083	57071496	414	"*"	"MACS2_peak_4990"	13	"."	3.50712	4.51865	1.34743	"Distal Intergenic"	20	57170917	57173589	2673	2	"655"	"uc061xxq.1"	102093	"ENSG00000101144"	"BMP7"	"bone morphogenetic protein 7"
